match_id,match,selection,pfail_model,pfail_market,pfail_dc,haircut_base,haircut_early,haircut_total,risk_failure_component,risk_haircut_component,prudent_gate_surcharge,draw_watch_surcharge,gate_fail_surcharge,away_favorite_surcharge,fragility_status,fragility_level_surcharge,risk_score_before_cap,risk_score_final,risk_level,market_direction,protected_strength,draw_gate,p0_final,verdict,pdraw_model_raw,pdraw_model_after_haircut,pdraw_market,pdraw_adjusted
8574233,Sporting CP vs FC Arouca,12,0.224485255,0.1333041958,0.224485255,0.025,0.02,0.045,44.89705101,5.4,0,60,0,0,N/A,0,110,100,5,N/A,N/A,FAIL,FAIL,NO BET,0.224485255,0.269485255,0.1333041958,0.269485255
8711532,KA vs Thór,1X,0.2871630259,0.2748424624,0.2871630259,0.025,0,0.025,51.68934465,5,0,0,0,0,N/A,0,57,57,3,PASS,PASS,N/A,PASS,MODERAT,,,,
8711532,KA vs Thór,X2,0.4932763395,0.4944255938,0.4944255938,0.025,0,0.025,88.99660688,5,0,0,60,0,N/A,0,154,100,5,FAIL,FAIL,N/A,FAIL,NO BET,,,,
8711532,KA vs Thór,12,0.2195606346,0.2307319438,0.2307319438,0.025,0,0.025,46.14638875,3,0,35,0,0,N/A,0,84,84,5,N/A,N/A,WATCH,WATCH,WATCH,0.2195606346,0.2445606346,0.2307319438,0.2445606346
8419260,Unión Santa Fe vs Independiente,1X,,0.3020244554,,0.025,0,0.025,,5,10,0,0,0,N/A,0,,,5,PRUDENT,INPUT,N/A,INPUT,NO BET,,,,
8419260,Unión Santa Fe vs Independiente,X2,,0.3839501174,,0.025,0,0.025,,5,0,0,0,0,N/A,0,,,5,FAIL,INPUT,N/A,INPUT,NO BET,,,,
8419260,Unión Santa Fe vs Independiente,12,,0.3140254272,,0.025,0,0.025,,3,0,0,0,0,N/A,0,,,5,N/A,N/A,INPUT,INPUT,NO BET,,,0.3140254272,
8409648,Mirassol vs Botafogo,1X,0.3316246791,0.3042084168,0.3316246791,0.025,0,0.025,59.69244224,5,10,0,0,0,N/A,0,75,75,4,PRUDENT,PASS,N/A,PRUDENT,RIDICAT,,,,
8409648,Mirassol vs Botafogo,X2,0.4171479365,0.4100200401,0.4171479365,0.025,0,0.025,75.08662856,5,0,0,60,0,N/A,0,140,100,5,FAIL,FAIL,N/A,FAIL,NO BET,,,,
8409648,Mirassol vs Botafogo,12,0.2512273844,0.2857715431,0.2857715431,0.025,0,0.025,57.15430862,3,0,60,0,0,N/A,0,120,100,5,N/A,N/A,FAIL,FAIL,NO BET,0.2512273844,0.2762273844,0.2857715431,0.2857715431
